,y_true,y_pred_neg,y_pred_hyp,y_pred_hol,edge_i,edge_j
36539,0,2.7028952,-2.8369398,-1.0072656,81323,35629
36540,0,2.6368756,-2.7938085,-0.92533773,1721,84284
36541,0,2.7033916,-3.25527,-0.88156676,58469,8860
36542,0,2.9718583,-2.867589,-1.1547085,89850,37880
36543,0,2.874075,-2.9195712,-1.1036736,62209,18079
36544,0,2.8336704,-2.7768924,-1.1743941,7852,2467
36545,0,2.6425707,-3.2482712,-0.6724503,76216,47593
36546,0,2.9724045,-2.8419213,-1.0413542,50180,46329
36547,0,2.678157,-3.1779313,-0.7848893,54490,50069
36548,0,2.988689,-2.9579215,-1.1139015,54048,43286
36549,0,2.9929364,-3.054571,-1.0527191,4191,75736
36550,0,3.022735,-2.9164233,-1.2574502,46173,66602
36551,0,2.6660228,-2.8614419,-0.7790562,6978,17857
36552,0,2.755037,-2.8214684,-1.044479,17008,80861
36553,0,2.7690735,-2.8775954,-0.98233545,87989,54121
36554,0,2.8261917,-2.7744405,-1.1423317,80580,63873
36555,0,1.9969522,-3.0454347,-0.14094602,62199,41707
36556,0,2.7740834,-2.929686,-0.97534007,20871,41890
36557,0,2.7025986,-2.7930465,-0.9978366,74748,20299
36558,0,2.8149688,-3.20702,-0.8304461,48015,61285
36559,0,2.6007004,-2.6366034,-0.9239884,7093,5780
36560,0,2.5884175,-2.9233196,-0.9327337,3167,7345
36561,0,2.5902379,-2.8661091,-0.7852546,76838,16396
36562,0,2.6255126,-2.7749455,-0.988855,68688,78598
36563,0,2.1973095,-2.2108176,-0.92228156,65572,43339
36564,0,1.9903215,-3.0228245,-0.14690517,14207,58719
36565,0,2.3649037,-2.4913867,-0.9949373,7856,69589
36566,0,3.1799912,-3.0846856,-1.2039059,73355,10456
36567,0,3.2525904,-3.1553135,-1.2191247,14603,71370
36568,0,2.8577282,-2.8918445,-1.1184669,71767,45130
36569,0,0.8346016,-0.4618458,-0.86145145,88629,88342
36570,0,2.8003633,-2.8421009,-1.0790385,61133,49769
36571,0,2.9664524,-3.0150006,-1.2390414,11213,55908
36572,0,3.0977056,-3.0914252,-0.9863895,31901,30432
36573,0,2.6727135,-2.8821435,-0.9441323,62641,22797
36574,0,2.721844,-2.8221707,-1.032435,28056,48698
36575,0,2.763558,-2.7010958,-1.1188825,8022,79560
36576,0,2.8807578,-2.7482293,-1.1100223,46224,78880
36577,0,2.470044,-2.6541061,-0.88009834,69253,26164
36578,0,2.7866924,-2.7757359,-1.1382968,50785,63929
36579,0,2.7572236,-2.858583,-0.92832756,20275,56626
36580,0,2.5780194,-2.7650063,-0.8913215,85314,64909
36581,0,2.5975785,-2.7950811,-0.87754565,76432,66872
36582,0,2.7711437,-3.0453641,-0.8621249,68197,77968
36583,0,2.8078644,-2.9203508,-0.9917556,89987,33997
36584,0,2.8034706,-3.2312732,-0.718991,63842,43751
36585,0,2.7316973,-2.746105,-1.1238334,32963,66739
36586,0,2.8846824,-2.9736423,-1.0725279,657,9684
36587,0,1.5016065,-1.3719645,-0.8762718,5621,68092
36588,0,2.6830153,-2.7827628,-0.88958704,4305,55175
36589,0,3.3055024,-3.2137268,-1.1737719,62959,40558
36590,0,2.1648877,-2.2955797,-0.9211284,71598,37703
36591,0,3.0472536,-2.7807126,-1.2592496,78417,70777
36592,0,2.2908764,-3.0171764,-0.461761,55471,6502
36593,0,2.6819048,-2.7258444,-1.070532,63413,40272
36594,0,-0.09080598,-1.8619331,2.1614275,17492,23809
36595,0,2.5748203,-2.823466,-0.8128691,85993,66508
36596,0,2.2567365,-2.2771995,-0.9547533,89904,80497
36597,0,2.8183072,-2.827881,-1.006845,53932,11607
36598,0,2.6678593,-2.7408094,-1.0092943,84793,53162
36599,0,2.7766201,-2.8147197,-1.0691134,48155,14106
36600,0,2.8507533,-3.1201377,-0.86775434,34064,66212
36601,0,2.8630548,-2.9478505,-1.0736835,83897,48474
36602,0,2.5398164,-2.7324333,-0.910055,79279,68809
36603,0,2.9715936,-3.0053768,-1.1529844,82989,49262
36604,0,2.719434,-2.8915863,-0.9097581,88672,2937
36605,0,2.5449824,-2.8706653,-0.95232064,32895,57548
36606,0,2.5464075,-2.7421777,-0.99112225,31648,34006
36607,0,2.8211527,-3.2888072,-0.5856431,55968,24806
36608,0,2.9461784,-2.9090998,-1.0980796,34750,29907
36609,0,2.729387,-2.8508034,-0.94135803,81479,24355
36610,0,2.5796294,-2.9185667,-0.87312424,60613,27450
36611,0,0.110599525,0.17427295,-0.6879549,1677,72093
36612,0,2.9154043,-2.8289073,-1.122728,35245,59540
36613,0,2.234155,-2.3407948,-0.9708152,7606,6088
36614,0,2.7579618,-2.9548953,-0.92351997,37556,54628
36615,0,-0.19332571,-2.2480798,2.4103699,77257,68968
36616,0,2.8215172,-2.8433354,-1.0426844,9533,2945
36617,0,2.8902905,-2.8622565,-1.1415266,89868,9442
36618,0,2.89967,-2.9840431,-0.9812542,52334,90995
36619,0,2.8534458,-2.876339,-1.1024458,53755,77100
36620,0,-0.39379364,-1.8345191,2.3338146,46870,50858
36621,0,3.0532153,-2.8592305,-1.1873382,79632,60794
36622,0,2.8758512,-2.9543784,-1.0535759,79868,28122
36623,0,2.9340043,-3.05949,-1.0229515,65603,43775
36624,0,2.1387806,-3.8484013,0.16349824,63633,6960
36625,0,-0.3073194,0.9078989,-0.728052,86337,86399
36626,0,2.934785,-2.8729973,-1.0810008,2524,41862
36627,0,0.8396649,-3.6332164,2.0749152,58676,59011
36628,0,3.3535476,-3.2368343,-1.2376295,12313,75465
36629,0,2.8023772,-2.8159015,-1.0484216,58875,83515
36630,0,2.5293677,-2.794981,-0.8809519,65388,66183
36631,0,2.8781495,-2.9104142,-1.0981567,52967,37023
36632,0,2.7553027,-2.8695965,-1.0152932,22413,54945
36633,0,2.8330834,-2.734415,-1.06787,7672,87520
36634,0,2.5113778,-2.5934205,-1.0221418,63197,36299
36635,0,-1.534971,2.0148978,-0.0506669,64635,66197
36636,0,2.9375865,-3.009134,-0.93559074,75513,32533
36637,0,2.739611,-2.7381456,-1.089025,45681,33974
36638,0,2.5309455,-3.0643394,-0.6596336,76060,46947
36639,0,0.98465306,-0.6290028,-0.9176506,73148,73626
36640,0,2.7778442,-2.802105,-1.0600153,79913,46667
36641,0,2.7409058,-2.7724974,-1.0237712,30160,65761
36642,0,2.7594993,-2.8740504,-1.088817,68929,79874
36643,0,2.838975,-2.9887495,-0.93805826,22446,64784
36644,0,2.929058,-2.9581378,-1.1553733,58672,5874
36645,0,-1.0172547,-2.3905816,3.8856888,61164,62973
36646,0,2.908065,-3.0318406,-1.1103837,29142,55651
36647,0,2.8127244,-2.707598,-1.1218964,61495,27730
36648,0,2.7020388,-2.6930373,-1.0602759,44576,69573
36649,0,2.2860084,-2.707495,-0.72777444,10004,8567
36650,0,3.0209491,-2.940796,-1.2087408,9556,42363
36651,0,2.6666696,-2.7769408,-0.9863014,44426,7528
36652,0,2.8370585,-3.2429285,-0.9145848,63006,65343
36653,0,2.7358973,-2.8969972,-0.99940133,50554,64110
36654,0,3.0291667,-2.8368995,-1.2971014,62362,13421
36655,0,3.2496002,-3.0998569,-1.3650813,67497,42023
36656,0,2.7009656,-2.7250314,-1.0306277,16676,25444
36657,0,2.610806,-2.6624124,-1.0174472,12864,80933
36658,0,3.0059862,-2.892336,-1.3232063,35525,8027
36659,0,2.9636292,-2.8889956,-1.0991309,5376,63408
36660,0,2.9368486,-2.9748273,-1.0510292,56141,3325
36661,0,2.606343,-2.7118196,-1.0194441,30332,6450
36662,0,2.8269804,-2.8561401,-1.0932276,38669,80569
36663,0,3.2978168,-2.8653452,-1.369192,82579,47969
36664,0,2.8775163,-2.865379,-1.0703061,76835,86637
36665,0,2.7363021,-3.2579658,-0.920998,42701,47603
36666,0,2.7682452,-2.8829777,-1.0158802,3023,29700
36667,0,2.6734183,-2.7953665,-1.0371101,68528,10473
36668,0,2.8576274,-2.8301222,-1.1143811,57272,75715
36669,0,2.7465768,-2.814459,-1.0537926,79415,9889
36670,0,2.2838676,-2.4945025,-0.83306277,10200,75959
36671,0,2.310483,-3.105823,-0.62363994,37369,7592
36672,0,3.0644927,-3.049009,-1.0754306,54022,85094
36673,0,3.231491,-3.1896477,-1.3383477,41221,72139
36674,0,2.8870533,-3.2909555,-0.7438913,77504,16529
36675,0,2.7691042,-2.7439783,-1.1252928,54703,40152
36676,0,2.7833097,-2.9136314,-0.95992523,34454,17919
36677,0,2.9219036,-2.8517184,-1.1456081,57953,30922
36678,0,2.3225143,-2.603913,-0.83208066,35154,22266
36679,0,2.5972288,-2.7887902,-0.8606306,31440,31556
36680,0,2.803626,-2.9286993,-1.0195271,27333,32527
36681,0,2.2330797,-2.3197248,-0.85380024,27550,3539
36682,0,2.9816298,-3.000152,-1.081661,29662,5234
36683,0,3.389891,-3.2623427,-1.2591442,88385,31867
36684,0,2.7139943,-2.7815893,-0.969811,2610,83320
36685,0,2.9166245,-2.988298,-1.0025519,64482,41142
36686,0,3.2299,-3.1602907,-1.2041972,84442,15957
36687,0,2.9607356,-2.993123,-1.0996113,1075,40789
36688,0,2.8547676,-3.2773857,-0.6961214,29621,3679
36689,0,2.7198427,-2.8004613,-0.9191711,28,7528
36690,0,2.6981652,-3.0888274,-0.8034364,30093,37881
36691,0,2.533917,-2.8532681,-0.8995254,6802,8391
36692,0,2.917173,-2.8477018,-1.1014134,35156,70947
36693,0,2.774942,-2.8612506,-1.089112,53850,42576
36694,0,2.609555,-2.8283603,-0.91590315,33519,18727
36695,0,2.7958062,-3.117521,-0.81726635,69801,49771
36696,0,2.7013214,-3.724765,-0.38839197,50551,7703
36697,0,2.5704622,-2.7197583,-0.9920728,88652,10557
36698,0,2.8965318,-2.9495628,-1.1316813,71220,46524
36699,0,2.6394517,-2.853012,-0.85356176,14703,53673
36700,0,2.4789698,-3.114551,-0.553112,31238,63531
36701,0,2.2826872,-2.518347,-0.90208054,36936,16594
36702,0,2.8494184,-2.9597347,-1.005149,58456,53298
36703,0,2.5097334,-2.5820105,-0.96669674,59651,22779
36704,0,2.8974214,-3.0112176,-0.991091,57764,85031
36705,0,2.7313254,-2.7629287,-0.9782839,1633,7708
36706,0,2.7346482,-2.8611875,-1.0309331,72603,17243
36707,0,2.6864932,-2.8235812,-0.9316979,42256,27868
36708,0,2.642015,-2.8273335,-0.94637954,20647,84532
36709,0,2.7036612,-3.094354,-0.7470273,45915,25559
36710,0,2.6596606,-2.8601909,-0.8964528,60495,519
36711,0,3.129837,-3.1642723,-1.1635764,42975,46308
36712,0,2.8582358,-3.1619978,-0.9824072,65126,52600
36713,0,2.9656734,-2.9370015,-1.0238764,89702,51216
36714,0,2.8048208,-2.8607018,-1.0231675,74272,89624
36715,0,3.0297823,-2.9916794,-1.2191119,50937,88165
36716,0,3.511492,-3.2748115,-1.3887336,21216,10069
36717,0,2.436736,-2.6305063,-0.8506144,61213,21647
36718,0,2.8287237,-3.1267781,-0.886269,69085,55039
36719,0,1.2952255,-3.0102859,0.7957005,42134,11493
36720,0,2.6601872,-2.711938,-1.004889,54900,89508
36721,0,3.290319,-3.1446774,-1.141223,51480,81987
36722,0,2.726867,-2.8250208,-0.9697795,9086,67074
36723,0,2.794454,-2.8177972,-1.0339713,65371,33442
36724,0,2.8241522,-2.9193058,-0.9929091,3462,44879
36725,0,2.6083806,-2.8196318,-0.8986819,27344,13535
36726,0,2.742292,-2.7196887,-1.1191092,54681,62858
36727,0,2.8941662,-2.780487,-1.1064736,8428,5973
36728,0,2.7291505,-2.8846936,-0.9701784,20754,79002
36729,0,2.535813,-2.7183335,-0.89728653,89027,40626
36730,0,2.7593646,-2.822029,-0.9844121,39924,90550
36731,0,3.0281332,-2.91042,-1.1654149,63661,54770
36732,0,2.2312715,-3.1276386,-0.31865758,36574,46087
36733,0,3.1669812,-3.1802363,-1.0600041,65945,74674
36734,0,3.0508246,-2.935238,-1.1326556,36389,28637
36735,0,2.9028754,-2.8540852,-1.0590369,3333,10364
36736,0,2.8044968,-2.7969246,-1.1320883,27213,31604
36737,0,2.9162362,-2.818635,-1.1272817,38926,80734
36738,0,2.8478632,-2.7283614,-1.1300505,89258,68051
36739,0,2.7066135,-2.8742383,-0.9391497,3529,46890
36740,0,2.896089,-2.8095157,-1.1230567,22930,32517
36741,0,2.3187788,-2.2914486,-0.99002576,58753,83839
36742,0,2.6807232,-2.9409347,-0.8340876,74863,14151
36743,0,2.7571445,-2.8205278,-1.0874459,48589,81968
36744,0,2.609201,-2.7346766,-1.0878446,7412,38086
36745,0,2.5309496,-2.7693021,-0.7503929,50505,4506
36746,0,1.914346,-1.9761058,-0.89422065,34131,28341
36747,0,2.4377878,-2.8550842,-0.7465136,14770,2404
36748,0,2.8097434,-2.7998865,-1.1230794,41839,35499
36749,0,2.4229016,-2.7537503,-1.0006123,49790,21953
36750,0,2.7913768,-3.1548636,-0.73880774,73982,49345
36751,0,2.7857876,-2.8508744,-1.0012461,14295,13257
36752,0,2.6224031,-2.7780812,-0.9535258,22326,57016
36753,0,2.7532175,-2.807399,-1.1114339,20613,42171
36754,0,1.9119577,-1.9077344,-0.8930925,78946,78008
36755,0,2.7582867,-2.8034647,-1.0955555,13561,16725
36756,0,-1.6821591,2.0781896,0.20066911,56797,44239
36757,0,2.4490483,-2.8226583,-0.864062,16568,84971
36758,0,2.8613024,-2.873385,-1.0907222,47860,71450
36759,0,2.7649167,-2.7757266,-1.0148383,56256,78236
36760,0,2.431815,-2.7625828,-0.76114386,51696,16092
36761,0,2.842632,-2.8081765,-1.0784823,44489,50809
36762,0,2.5894747,-2.7652261,-0.94800717,2464,32195
36763,0,2.710144,-2.6962452,-1.1663085,11394,50918
36764,0,2.9646394,-2.8903687,-1.1078192,40350,75782
36765,0,2.7086165,-2.9696703,-0.97362345,63534,36605
36766,0,2.6925132,-2.7622354,-1.0254217,63635,52248
36767,0,3.0105562,-2.8768623,-1.1718919,50978,15959
36768,0,2.9436038,-2.91177,-1.1504241,83625,88363
36769,0,2.8704257,-2.9411361,-1.0630617,16737,58492
36770,0,2.6737976,-2.7531912,-1.0084404,30603,36280
36771,0,2.779971,-2.796206,-1.0126146,59897,390
36772,0,2.9092073,-2.9430325,-1.122368,45883,75741
36773,0,2.8152928,-2.7463248,-1.11852,84253,58908
36774,0,1.4482981,-1.3966687,-0.83952343,12104,84918
36775,0,2.7833126,-2.7548726,-1.1514566,29851,38961
36776,0,2.9559717,-2.9804685,-0.9598004,11354,1597
36777,0,0.6764762,-2.5050192,1.3126312,64201,58834
36778,0,2.5500703,-2.7053447,-1.0515397,88754,47205
36779,0,2.7235537,-2.7252977,-1.1723667,43426,6995
36780,0,1.9015179,-2.0518887,-0.7973531,59063,42882
36781,0,2.5028758,-2.6443322,-0.9539393,59314,82212
36782,0,1.7185451,-2.706064,-0.0639387,21533,25091
36783,0,2.7430077,-2.823228,-1.0272397,35543,86151
36784,0,2.6490815,-2.7308693,-0.9901079,12954,55585
36785,0,2.75572,-2.8139114,-1.0632668,53518,86009
36786,0,2.6819963,-2.8260312,-0.97509366,51646,19514
36787,0,3.0183878,-2.883644,-1.2403493,20303,11244
36788,0,2.644868,-2.9756942,-0.87930405,42923,70775
36789,0,2.862653,-2.8679323,-1.044771,40060,74614
36790,0,2.7624702,-2.8951666,-1.0629001,37344,9025
36791,0,2.4617019,-2.6982799,-0.8604748,26387,58533
36792,0,2.674098,-2.8573055,-0.95598835,41663,67384
36793,0,2.6707978,-2.7962303,-0.8891669,37759,37960
36794,0,3.2757866,-3.1632264,-1.1209399,32424,39744
36795,0,2.223956,-3.1237125,-0.33147374,11156,7964
36796,0,2.6298592,-2.7330492,-1.0147133,71884,8289
36797,0,2.950022,-2.911942,-1.0557199,41937,17559
36798,0,2.832018,-2.8104706,-1.1503423,42212,66807
36799,0,2.7989008,-3.3414261,-0.747269,13175,49278
36800,0,2.7657208,-2.902306,-1.0256425,26227,35933
36801,0,2.696875,-2.772556,-1.0281627,45165,54420
36802,0,2.7059524,-2.9662666,-0.8114554,23030,25924
36803,0,2.7572813,-2.7354245,-1.1350571,59796,48774
36804,0,2.837969,-2.899235,-1.0332876,53266,12670
36805,0,3.0290103,-3.0015953,-1.2242229,81647,20994
36806,0,2.4639797,-2.6918182,-0.9219836,46373,78440
36807,0,2.5899167,-2.8014758,-0.9453764,57593,76158
36808,0,2.6270363,-2.7516415,-0.9353043,60376,1888
36809,0,2.7553916,-2.7144828,-1.0930669,3227,51949
36810,0,2.486062,-2.7945137,-0.79878116,29302,10068
36811,0,2.9090312,-2.7612996,-1.1671398,53241,32590
36812,0,2.756419,-2.8225935,-0.99910593,55693,45297
36813,0,2.5526435,-2.7682846,-0.94418997,29332,20500
36814,0,2.9377966,-2.8826127,-1.2086253,18126,38647
36815,0,3.0258234,-3.032732,-1.0629145,54017,15148
36816,0,3.0496323,-2.9960718,-1.061509,74171,65480
36817,0,2.4137511,-2.9056993,-0.53566605,33745,33969
36818,0,2.8536403,-2.925885,-0.92640644,9220,70878
36819,0,2.7591991,-2.8259554,-1.0352893,24432,27476
36820,0,2.7613025,-2.7213447,-1.145044,8164,26288
36821,0,2.9995005,-2.8814218,-1.1060938,62663,44904
36822,0,3.3134427,-3.2277117,-1.195691,45736,8932
36823,0,3.1738458,-3.0263116,-1.1323501,82053,1447
36824,0,2.738684,-2.7989163,-1.0548887,15132,10698
36825,0,2.8121114,-2.9249625,-0.9250995,27844,20779
36826,0,2.5437684,-2.787405,-0.8570068,25174,75123
36827,0,2.783759,-2.6895251,-1.1268034,58244,27873
36828,0,2.2730718,-3.1063983,-0.58121526,46674,14163
36829,0,2.540604,-3.110781,-0.7689096,23137,19911
36830,0,3.3288424,-3.2617435,-1.0883589,69538,53257
36831,0,2.6218288,-3.0161176,-0.74249405,51648,5982
36832,0,2.8813703,-2.8915484,-1.0854743,81868,49607
36833,0,2.7855399,-2.9632323,-0.93907034,90627,22786
36834,0,2.8466175,-2.9356935,-0.99540377,53295,32054
36835,0,3.1623251,-3.1208427,-1.2042797,59495,27448
36836,0,3.1101167,-3.0188324,-1.0767869,26164,82330
36837,0,2.4079888,-3.0335464,-0.5544973,62224,36247
36838,0,2.787504,-2.930459,-0.9556948,30250,75910
36839,0,2.865849,-3.1308525,-1.0107137,50350,8096
36840,0,2.9124708,-2.9613907,-0.9369671,73368,86585
36841,0,2.6967227,-2.707964,-1.1477932,3666,70881
36842,0,2.6427188,-2.6751757,-1.0323857,29051,84796
36843,0,2.97117,-2.885516,-1.2856967,42140,36873
36844,0,2.6717176,-2.7731583,-0.9986032,90226,86873
36845,0,2.87597,-2.94014,-1.0054417,10391,26684
36846,0,2.7048988,-2.859728,-0.9389224,57962,32908
36847,0,2.914122,-2.8475003,-1.2267774,76906,61237
36848,0,2.6081166,-2.7083654,-0.982494,48953,64403
36849,0,2.8864915,-3.0030823,-1.0261369,71381,16075
36850,0,2.8449895,-2.952095,-0.9230022,12826,55710
36851,0,2.6577368,-3.2931838,-0.74998677,64188,65539
36852,0,3.0300758,-3.1161187,-1.0912784,71403,35800
36853,0,2.6160939,-2.5004618,-1.1845703,64105,90761
36854,0,2.1771336,-2.3355567,-0.91500044,38694,37044
36855,0,2.0396357,-2.5845723,-0.48872474,17034,46515
36856,0,2.8639708,-2.867749,-1.113038,61542,85901
36857,0,2.9180584,-3.0227573,-1.0222145,42454,16848
36858,0,3.207159,-3.111375,-1.1481056,73971,31180
36859,0,2.8137133,-2.7296093,-1.0704869,90235,70992
36860,0,2.4897845,-2.77096,-0.95365536,36260,31683
36861,0,3.1067274,-2.8989887,-1.2122428,25288,79335
36862,0,2.8057983,-2.8764174,-1.0952432,29151,27858
36863,0,1.7725389,-1.9003801,-0.67796266,56663,67041
36864,0,2.7549725,-3.1192675,-0.88909435,10010,43545
36865,0,2.65569,-2.8077545,-0.9645627,9369,91218
36866,0,3.0285506,-3.0317316,-1.2947865,44725,58244
36867,0,2.712222,-3.1251843,-0.9615729,64049,8336
36868,0,3.1400492,-2.9988203,-1.313148,12712,23465
36869,0,2.5262992,-2.9106996,-0.79655164,65472,23281
36870,0,2.8150852,-2.9751778,-0.95195246,70780,5566
36871,0,2.7268531,-2.919121,-0.81452185,32937,53047
36872,0,-0.6779556,-2.1196442,3.113477,8268,11405
36873,0,1.9490689,-2.0534232,-0.91787857,3782,989
36874,0,2.8475385,-2.928312,-1.1998184,58939,52371
36875,0,2.7568846,-3.0049126,-1.0164523,10855,47974
36876,0,2.657072,-3.010047,-0.76542705,21710,14548
36877,0,2.8034048,-2.8671837,-0.9229815,71484,8883
36878,0,2.9550638,-2.8036644,-1.1402547,19541,80666
36879,0,2.5593393,-2.7466636,-0.95810384,88051,23453
36880,0,2.5586655,-2.938137,-1.0187508,10318,58501
36881,0,2.942241,-2.8750255,-1.0865281,37093,75015
36882,0,2.4235647,-2.79417,-0.8404837,11129,14069
36883,0,2.862246,-2.950405,-1.0857952,43557,48356
36884,0,3.0652914,-2.9064076,-1.0590036,87680,50976
36885,0,2.929886,-2.859166,-1.1369972,61160,57078
36886,0,-1.8651742,1.7844088,0.8445942,16850,24245
36887,0,2.810725,-2.8772416,-0.9451693,8711,53101
36888,0,2.9001958,-3.3951354,-0.9494968,46006,30250
36889,0,3.0871506,-3.0422769,-1.200968,68948,78986
36890,0,2.9180818,-2.9962976,-1.0387925,54228,17397
36891,0,2.6420205,-2.8006644,-1.0069364,28495,76839
36892,0,2.8273504,-2.7111747,-1.1137371,54557,46205
36893,0,2.753532,-2.8302703,-1.026795,42881,9194
36894,0,0.8972267,-2.2487545,0.7925288,22563,18121
36895,0,2.669855,-2.7351096,-1.0880281,61460,58118
36896,0,2.5937757,-2.8669758,-0.862746,26097,24170
36897,0,2.5001805,-2.7188773,-0.9586633,78712,88769
36898,0,2.803191,-2.6224773,-1.2039305,9012,89363
36899,0,1.9741046,-3.046504,0.0022308044,14818,69011
36900,0,2.5211012,-2.7636487,-0.89089394,77239,71091
36901,0,2.9411569,-2.9906197,-1.0660499,21142,55646
36902,0,2.7970665,-2.9514875,-0.97834814,73880,23518
36903,0,2.4811726,-2.7139974,-0.90594745,3386,51791
36904,0,2.5077865,-3.404673,-0.47226247,61581,41914
36905,0,2.9458332,-2.911737,-1.1481073,22366,73190
36906,0,3.0937748,-2.9218287,-1.245127,65907,77732
36907,0,2.8777592,-2.8799827,-0.96492636,68653,17824
36908,0,3.2180064,-3.064537,-1.3386288,6438,5121
36909,0,2.6527402,-2.563933,-1.1616024,57578,86770
36910,0,2.3961337,-3.2367713,-0.5595051,58856,12192
36911,0,2.489577,-2.7363527,-0.9123653,40522,20135
36912,0,2.4128551,-2.7094421,-0.8243437,88931,271
36913,0,2.6864595,-2.7473776,-1.0819325,33129,48035
36914,0,2.5732841,-2.738426,-0.9923439,31973,26105
36915,0,2.8328001,-2.9299994,-1.1721531,30116,7778
36916,0,2.7177403,-2.7586887,-1.0250112,8667,76083
36917,0,2.8838496,-2.9154868,-0.9668107,88068,83227
36918,0,2.6263034,-2.8898091,-0.9318924,50809,22233
36919,0,2.2625227,-2.4871955,-0.88804394,37057,34687
36920,0,2.7590842,-2.823739,-1.0279616,9934,90259
36921,0,2.8085918,-2.788638,-1.1384349,68647,83308
36922,0,2.9677634,-3.0044556,-1.0038571,56043,4212
36923,0,2.2822447,-2.3277588,-0.8769768,79634,4655
36924,0,1.1889122,-2.8656044,0.80803347,50999,46789
36925,0,2.6202765,-2.8203435,-0.8805522,44448,76326
36926,0,2.7294743,-2.845049,-0.9781842,41903,84373
36927,0,2.197182,-2.4549441,-0.8773516,7823,21757
36928,0,2.9250517,-2.823623,-1.2612067,74031,88952
36929,0,2.8507688,-2.9715385,-1.0418763,57352,85650
36930,0,2.5642972,-2.7926633,-0.91011715,9537,86356
36931,0,3.2105126,-2.8875608,-1.3253623,7407,61841
36932,0,2.7857947,-3.0420709,-0.94188386,14235,83447
36933,0,2.856281,-2.9336996,-1.0287113,69429,20248
36934,0,2.636569,-2.8630452,-0.82974696,18187,52863
36935,0,2.762966,-2.8534703,-0.96691287,56625,66938
36936,0,2.4934156,-2.7281559,-0.8832456,78866,39244
36937,0,2.775647,-2.9250934,-0.9147061,67618,18750
36938,0,3.003305,-2.9146273,-1.1211505,58125,50153
36939,0,2.8817947,-3.023707,-1.2269468,12643,60516
36940,0,2.586236,-2.7587454,-1.0071158,78785,36814
36941,0,2.5093157,-2.9185138,-0.72941244,46479,68138
36942,0,2.5607853,-2.7549884,-0.98364747,10245,22082
36943,0,2.6768105,-2.8253224,-1.0249546,90249,28899
36944,0,2.7932837,-2.8281467,-1.0497793,78367,65150
36945,0,2.7400038,-2.790145,-1.1577909,7843,16353
36946,0,2.7764902,-2.9608607,-0.8964876,5270,16524
36947,0,2.484266,-2.7142258,-0.9485544,6896,20242
36948,0,3.0485914,-3.282637,-1.1579951,61975,47900
36949,0,2.673838,-2.7077243,-1.1147739,50758,73339
36950,0,2.8512053,-3.7828877,-0.78662884,60517,47849
36951,0,2.8174844,-3.254763,-0.7898956,50057,20270
36952,0,2.8601685,-2.777698,-1.1082057,49943,32146
36953,0,2.8794973,-2.990083,-0.9141315,19114,17486
36954,0,2.57642,-2.6722267,-1.0573906,87957,61310
36955,0,2.378804,-3.065473,-0.23752537,52993,44257
36956,0,2.701471,-2.671177,-1.1491702,59824,10489
36957,0,3.0536153,-2.9896877,-1.1584002,43910,41290
36958,0,2.8467033,-3.4438772,-0.87441933,34598,46420
36959,0,2.8532462,-2.93646,-0.944125,39265,36962
36960,0,2.9894555,-2.9570017,-1.1898992,50188,1445
36961,0,2.182193,-2.6473558,-0.58405685,19628,21060
36962,0,2.1989212,-3.4794788,-0.17475148,36637,76008
36963,0,3.1152112,-3.0903022,-1.0743018,11561,27317
36964,0,2.8420982,-2.8760653,-1.0001531,68059,73358
36965,0,2.8781712,-2.956903,-1.052053,66467,25674
36966,0,2.7175438,-2.9430199,-0.81369406,36768,34822
36967,0,2.5791204,-2.7821176,-0.99487185,48290,12524
36968,0,2.7878275,-2.8226006,-1.0894399,40731,25643
36969,0,2.724929,-2.7613099,-0.99088514,38641,44375
36970,0,2.7034848,-2.7602313,-0.9896555,52872,54255
36971,0,2.0063014,-2.2448175,-0.7137871,38000,45238
36972,0,2.058074,-2.7201588,-0.2325815,22559,45781
36973,0,2.724099,-2.646512,-1.1320026,83802,89838
36974,0,2.6848638,-2.8396537,-0.9549596,46528,73510
36975,0,2.8105097,-2.9543154,-0.9769318,71587,74908
36976,0,2.8161094,-2.8870459,-1.2243062,60222,47300
36977,0,3.1109207,-2.97933,-1.1527138,46024,16028
36978,0,2.7160964,-2.8249645,-1.0054984,25086,78418
36979,0,2.9086921,-2.939958,-1.0993326,13734,26329
36980,0,2.602289,-2.7660227,-0.968837,83887,80753
36981,0,2.7128048,-2.7948983,-1.0797893,5337,78769
36982,0,2.7020423,-2.9276412,-0.95006067,53626,40099
36983,0,2.835499,-2.8830287,-1.0521365,29958,43605
36984,0,2.7300174,-2.7817788,-1.1094655,12030,20061
36985,0,2.7890854,-2.8142629,-1.064831,79836,82950
36986,0,2.400142,-2.8570583,-0.70713234,30329,21746
36987,0,2.8803935,-2.777426,-1.1089897,69852,59867
36988,0,2.591669,-2.9556222,-0.8594479,63144,71675
36989,0,2.7949173,-2.7672794,-1.125324,63955,39466
36990,0,2.40908,-2.7028434,-0.824096,4608,22068
36991,0,2.7851064,-2.8185592,-1.05044,89782,48279
36992,0,2.3621492,-2.5043585,-0.9496793,89305,1805
36993,0,2.7277372,-2.8559117,-0.9476407,44961,79061
36994,0,2.513617,-2.65414,-0.99086654,59345,71045
36995,0,2.997494,-3.0105276,-1.0860769,41278,32377
36996,0,2.6757767,-2.8068113,-0.9126866,73663,21906
